日期,股票代码,开盘,收盘,最高,最低,周成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-22,920050,48.88,39.51,55.0,38.5,204243,936412128.7,103.25,147.25,23.53,112.82
