日期,开盘,收盘,最高,最低,周成交量
2024-01-05,13.46,12.15,14.03,12.03,148985
2024-01-12,12.11,10.45,12.5,10.45,171624
2024-01-19,10.43,11.47,11.85,9.75,141859
2024-01-26,11.43,10.6,12.05,10.53,98342
2024-02-02,10.56,9.35,10.69,8.95,95810
2024-02-08,9.14,9.84,10.54,8.65,85744
2024-02-23,10.13,10.47,11.44,9.85,117994
2024-03-01,10.46,10.79,11.2,10.31,77080
2024-03-08,10.79,10.73,11.1,10.25,61900
2024-03-15,10.73,11.51,11.93,10.73,79306
2024-03-22,11.5,11.24,11.65,11.06,57001
2024-03-29,11.15,10.4,11.34,10.18,55849
2024-04-03,10.37,11.15,11.2,10.35,31118
2024-04-12,11.23,10.32,11.42,10.28,35210
2024-04-19,10.4,10.48,10.73,9.57,33262
2024-04-26,10.5,11.28,11.4,10.45,37477
2024-04-30,11.1,10.65,11.1,10.55,29523
2024-05-10,10.74,10.67,10.89,10.58,22471
2024-05-17,10.66,9.73,10.67,9.69,33125
2024-05-24,9.82,10.95,11.34,9.71,49296
2024-05-31,10.88,10.58,11.47,10.58,16478
2024-06-07,10.57,9.92,10.72,9.71,12745
2024-06-14,10.0,10.46,10.83,9.83,16761
2024-06-21,10.42,10.07,10.42,9.84,22125
2024-06-28,9.98,9.76,10.0,9.64,9872
2024-07-05,9.78,9.78,10.09,9.37,12420
2024-07-12,9.75,10.45,10.54,9.55,16401
2024-07-19,10.45,10.05,10.95,9.95,35004
2024-07-26,10.05,9.97,10.14,9.55,20351
2024-08-02,9.91,9.64,10.0,9.5,16388
2024-08-09,9.58,9.66,9.89,9.5,17911
2024-08-16,9.58,8.9,9.7,8.87,18486
2024-08-23,8.91,8.54,9.09,8.4,14306
2024-08-30,8.53,8.98,9.23,8.03,35826
2024-09-06,8.96,9.45,9.59,8.86,19208
2024-09-13,9.39,9.56,9.64,9.0,12430
2024-09-20,9.37,9.33,9.58,9.08,9002
2024-09-27,9.3,10.57,11.05,9.15,36263
2024-09-30,11.3,12.55,12.63,10.74,25434
2024-10-11,15.54,10.99,16.01,10.78,131019
2024-10-18,11.09,12.93,13.21,10.92,95999
2024-10-25,13.0,14.34,15.9,13.0,210370
2024-11-01,14.51,14.67,16.52,13.59,241134
2024-11-08,14.15,18.95,21.8,14.13,330326
2024-11-15,18.74,16.86,18.74,16.36,162094
2024-11-22,17.03,17.34,18.45,15.66,146378
2024-11-29,17.41,23.26,23.26,15.66,333579
2024-12-06,21.75,18.68,24.11,18.49,449192
2024-12-13,18.55,19.13,19.98,17.5,262012
2024-12-20,19.7,17.65,21.32,15.83,265050
2024-12-27,17.37,16.05,17.61,15.94,109032
2025-01-03,16.08,14.81,16.21,14.75,82113
2025-01-10,14.66,14.18,14.94,13.75,69657
2025-01-17,14.1,15.26,16.12,13.65,94295
2025-01-24,15.49,14.89,16.43,14.66,69163
2025-01-27,15.02,14.63,15.34,14.58,5630
2025-02-07,14.83,15.28,15.54,14.05,57104
2025-02-14,15.42,15.54,16.4,14.98,126531
2025-02-21,15.75,16.07,16.2,15.26,100348
2025-02-28,16.05,17.31,18.53,15.95,159587
2025-03-07,17.75,17.98,19.51,17.24,223094
2025-03-14,18.05,21.3,23.21,17.95,387416
2025-03-21,20.72,17.69,22.25,17.24,260392
2025-03-28,17.67,18.29,19.6,17.63,155565
2025-04-03,18.05,19.0,19.2,17.35,82904
2025-04-11,17.78,20.87,25.01,16.9,522985
2025-04-18,21.75,27.8,29.74,20.92,678491
2025-04-25,26.25,22.26,28.03,22.25,375985
2025-04-30,22.48,23.31,23.92,21.56,116227
2025-05-09,23.27,22.68,24.75,22.66,148287
2025-05-16,22.5,27.25,28.05,22.3,292040
2025-05-23,26.76,26.6,33.75,24.85,374451
2025-05-30,26.33,26.45,29.75,25.43,243001
2025-06-06,26.31,28.19,32.62,26.17,292995
2025-06-13,27.75,26.29,29.57,26.14,227043
2025-06-20,26.0,23.46,26.78,23.1,192569
2025-06-27,23.41,23.26,24.92,22.44,190774
2025-07-04,23.4,23.14,24.78,23.07,134012
2025-07-11,23.14,22.75,23.42,22.38,80999
2025-07-18,22.75,23.21,23.89,22.54,98362
2025-07-25,23.2,23.1,23.6,22.93,80596
2025-08-01,23.18,22.23,23.2,22.0,90295
2025-08-08,22.22,22.41,22.99,22.06,55754
2025-08-15,22.36,21.81,22.56,21.4,81004
2025-08-22,20.79,23.16,23.75,19.9,359738
2025-08-29,23.8,21.05,23.96,20.6,214939
2025-09-05,21.16,21.89,24.39,20.01,230432
2025-09-12,21.06,20.48,22.69,20.36,184984
2025-09-19,20.45,20.07,20.86,20.05,88732
2025-09-26,20.0,18.43,20.16,18.27,77691
2025-09-30,18.62,18.45,19.0,18.25,21379
2025-10-10,18.4,17.86,18.5,17.71,36832
2025-10-17,17.69,16.69,18.46,16.66,99269
2025-10-24,16.83,17.19,17.56,16.64,60556
2025-10-31,17.25,17.88,18.13,16.31,106711
2025-11-07,17.88,17.4,18.16,17.23,65990
2025-11-14,17.35,17.7,19.3,17.13,183863
2025-11-21,17.51,16.06,17.66,15.9,84020
2025-11-28,16.15,15.85,16.35,15.71,59994
2025-12-05,15.84,15.56,16.25,15.25,56406
2025-12-12,15.67,15.12,15.8,14.71,88309
2025-12-19,15.12,16.44,16.6,15.0,143517
2025-12-26,16.32,15.31,16.33,15.2,78617
2025-12-31,15.4,15.25,15.43,15.02,31202
