日期,开盘,收盘,最高,最低,周成交量
2021-03-12,10.1,9.58,10.15,8.92,728864639
2021-03-19,9.45,9.14,9.78,9.0,368331099
2021-03-26,9.07,8.82,9.31,8.54,406566726
2021-04-02,8.82,8.73,9.1,8.64,347652290
2021-04-09,8.69,8.96,9.04,8.66,295771595
2021-04-16,8.94,8.64,9.01,8.48,268881066
2021-04-23,8.64,8.88,9.12,8.57,294718555
2021-04-30,8.88,8.67,9.02,8.61,250102492
2021-05-07,8.7,9.07,9.2,8.68,187657666
2021-05-14,9.11,8.92,9.39,8.75,399817602
2021-05-21,8.9,8.87,9.1,8.81,308540491
2021-05-28,8.83,9.02,9.13,8.68,420154340
2021-06-04,9.02,9.49,9.64,9.02,558084652
2021-06-11,9.5,9.19,9.58,9.12,261806055
2021-06-18,9.18,8.92,9.22,8.63,352923284
2021-06-25,8.89,9.39,9.43,8.82,436076692
2021-07-02,9.37,9.41,9.6,9.16,373763072
2021-07-09,9.42,11.31,11.34,9.42,1201831276
2021-07-16,11.41,11.69,12.09,10.76,973987197
2021-07-23,11.52,12.78,13.2,11.34,740082864
2021-07-30,12.77,13.37,13.48,11.53,994695487
2021-08-06,13.51,13.65,13.72,12.37,1011297078
2021-08-13,13.58,13.78,14.07,13.03,726613527
2021-08-20,13.68,13.2,13.68,12.55,537875972
2021-08-27,13.25,14.75,14.9,13.14,620509437
2021-09-03,14.81,14.76,16.32,14.52,899837269
2021-09-10,14.7,16.0,16.04,14.1,753452123
2021-09-17,15.99,14.8,16.34,14.3,576180115
2021-09-24,14.55,14.72,15.5,14.5,294065145
2021-09-30,14.4,13.1,14.5,12.7,534868294
2021-10-08,13.36,12.95,13.42,12.89,88368181
2021-10-15,13.01,12.88,13.03,12.17,499119667
2021-10-22,12.98,13.25,13.83,12.75,558566485
2021-10-29,13.25,13.42,14.06,13.14,627553206
2021-11-05,13.42,13.2,13.52,12.65,536119152
2021-11-12,13.2,13.51,13.68,13.07,529560884
2021-11-19,13.51,13.8,14.02,13.03,543994344
2021-11-26,13.88,15.56,15.68,13.81,720536661
2021-12-03,15.34,15.38,15.89,15.02,629524745
2021-12-10,15.3,15.18,15.56,14.63,544436769
2021-12-17,15.16,14.66,15.48,14.65,553324581
2021-12-24,14.63,14.1,14.92,14.07,444809352
2021-12-31,13.96,14.3,14.4,13.85,350762463
2022-01-07,14.3,13.37,14.38,13.35,294748817
2022-01-14,13.35,13.21,13.49,13.01,320558130
2022-01-21,13.15,12.45,13.28,12.37,370005361
2022-01-28,12.39,11.86,12.72,11.61,406066713
2022-02-11,12.03,12.43,12.75,12.03,450207451
2022-02-18,12.38,13.21,13.29,12.32,470543369
2022-02-25,13.21,13.46,13.65,12.93,525192131
2022-03-04,13.47,13.03,13.64,12.98,458779787
2022-03-11,12.76,12.17,12.94,11.38,432975730
2022-03-18,12.06,11.91,12.09,10.9,400143009
2022-03-25,11.96,11.68,12.11,11.68,407857856
2022-04-01,11.55,11.52,11.73,11.31,350415202
2022-04-08,11.49,11.18,11.49,10.94,182244815
2022-04-15,11.17,10.58,11.17,10.49,304043153
2022-04-22,10.53,9.84,10.86,9.77,326254833
2022-04-29,9.57,9.79,9.82,8.6,454748111
2022-05-06,9.81,9.62,10.05,9.54,138231736
2022-05-13,9.52,10.34,10.64,9.52,394505918
2022-05-20,10.45,11.15,11.15,10.26,379110093
2022-05-27,11.18,11.01,11.44,10.81,332492748
2022-06-02,11.04,11.53,11.57,10.9,278522887
2022-06-10,11.59,12.22,12.32,11.54,427773964
2022-06-17,12.16,12.66,12.72,12.08,473203434
2022-06-24,12.74,12.76,12.84,12.01,521831838
2022-07-01,12.76,13.05,13.26,12.61,461480832
2022-07-08,12.99,13.15,13.5,12.9,414054802
2022-07-15,13.1,12.75,13.22,12.36,443174488
2022-07-22,12.75,12.96,13.34,12.75,371592950
2022-07-29,13.09,13.22,13.39,12.64,351729669
2022-08-05,13.11,13.05,13.3,12.55,397970640
2022-08-12,13.03,13.33,13.65,12.89,366071971
2022-08-19,13.22,13.06,13.67,13.05,390323960
2022-08-26,13.03,12.72,13.3,12.33,331061873
2022-09-02,12.45,11.98,12.75,11.81,305303681
2022-09-09,11.89,12.33,12.53,11.89,257617873
2022-09-16,12.38,11.32,12.46,11.3,243405208
2022-09-23,11.3,11.44,11.81,11.1,314226462
2022-09-30,11.39,10.77,11.49,10.75,319060636
2022-10-14,10.76,11.38,11.42,10.37,326026102
2022-10-21,11.26,11.01,11.45,10.87,287363302
2022-10-28,11.01,10.53,11.26,10.47,320398550
2022-11-04,10.5,11.57,11.62,10.34,340768780
2022-11-11,11.57,11.45,11.82,11.35,307625646
2022-11-18,11.46,11.07,11.49,11.03,289237680
2022-11-25,11.0,10.99,11.28,10.9,280688554
2022-12-02,10.89,11.14,11.25,10.68,206900351
2022-12-09,11.2,11.26,11.44,11.11,241425492
2022-12-16,11.26,10.91,11.26,10.85,231664516
2022-12-23,10.87,10.35,11.01,10.27,214465291
2022-12-30,10.33,10.51,10.79,10.32,194812077
2023-01-06,10.53,10.92,11.04,10.53,200206109
2023-01-13,10.94,10.96,11.16,10.87,225826596
2023-01-20,10.94,11.55,11.56,10.94,236226563
2023-02-03,11.69,12.05,12.32,11.69,345532523
2023-02-10,11.95,11.94,12.06,11.82,239210820
2023-02-17,11.98,11.6,12.2,11.56,202424475
2023-02-24,11.6,11.81,12.02,11.51,182922361
2023-03-03,11.78,11.6,11.89,11.52,169986563
2023-03-10,11.61,11.09,11.65,11.05,151856928
2023-03-17,11.09,10.86,11.15,10.79,154902282
2023-03-24,10.86,11.08,11.11,10.8,161316365
2023-03-31,11.08,10.97,11.1,10.72,169093520
2023-04-07,10.98,11.07,11.17,10.93,143791489
2023-04-14,11.07,11.25,11.3,10.98,198765797
2023-04-21,11.3,10.69,11.35,10.67,214316365
2023-04-28,10.57,10.55,10.61,10.23,149113043
2023-05-05,10.5,10.29,10.54,10.22,67776192
2023-05-12,10.29,10.27,10.62,10.23,149449662
2023-05-19,10.3,10.41,10.57,10.22,135208576
2023-05-26,10.44,10.14,10.46,10.04,127487961
2023-06-02,10.18,10.32,10.34,9.95,195275054
2023-06-09,10.3,10.1,10.34,9.96,148824839
2023-06-16,10.1,10.41,10.44,10.05,144039276
2023-06-21,10.42,10.25,10.45,10.23,64286601
2023-06-30,10.24,10.58,10.58,10.06,165503000
2023-07-07,10.6,10.7,11.03,10.55,440062175
2023-07-14,10.67,10.62,10.79,10.57,183424592
2023-07-21,10.53,10.25,10.56,10.22,344639287
2023-07-28,10.28,10.32,10.37,10.15,138262494
2023-08-04,10.37,10.45,10.51,10.35,202463240
