日期,股票代码,开盘,收盘,最高,最低,周成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-22,920076,33.11,29.17,34.34,28.51,120179,366142040.36,54.18,171.1,18.41,60.82
