日期,开盘,收盘,最高,最低,周成交量
2015-09-02,655.47,663.15,720.2,650.92,394788
2015-09-11,686.57,782.36,804.54,653.65,2194457
2015-09-18,787.03,726.84,789.0,677.49,2002630
2015-09-25,707.83,727.65,780.7,705.36,1816675
2015-09-30,729.63,707.91,733.51,703.87,1217922
2015-10-09,729.43,771.12,775.7,717.72,1126256
2015-10-16,776.03,848.67,858.25,772.17,2949548
2015-10-23,847.81,787.31,857.58,745.79,2746018
2015-10-30,800.89,861.96,910.06,787.29,3593617
2015-11-06,835.48,959.4,991.41,833.45,4534553
2015-11-13,941.25,925.54,972.18,917.0,3801643
2015-11-20,903.4,938.21,948.4,897.32,2744346
2015-11-27,934.95,1022.1,1064.54,922.07,5149079
2015-12-04,1089.41,1087.22,1119.79,985.62,5522070
2015-12-11,1089.49,1063.24,1124.77,1049.35,2552623
2015-12-18,1044.86,1086.43,1108.32,1017.47,2623057
2015-12-25,1097.62,1155.98,1179.62,1085.51,3135349
2015-12-31,1162.38,1149.04,1173.57,1113.57,1832959
2016-01-08,1147.86,1018.94,1149.4,933.61,2095202
2016-01-15,980.7,890.99,1065.63,863.75,2318923
2016-01-22,873.75,943.85,987.52,865.76,1580939
2016-01-29,958.78,947.25,1017.21,889.47,1798354
2016-02-05,944.6,959.58,973.65,923.74,1099078
2016-02-19,930.15,1112.65,1116.29,927.59,1872171
2016-02-26,1120.92,1212.82,1264.04,1103.54,2679753
2016-03-04,1216.12,1301.69,1336.33,1142.35,3906090
2016-03-11,1321.97,1201.35,1361.37,1170.38,2579930
2016-03-18,1198.16,1226.86,1237.43,1109.81,2664481
2016-03-25,1228.89,1361.2,1361.31,1213.41,2930338
2016-04-01,1369.97,1348.5,1408.59,1251.68,2816939
2016-04-08,1349.29,1246.86,1363.32,1230.61,1957257
2016-04-15,1261.86,1285.13,1287.77,1222.6,2135508
2016-04-22,1304.26,1253.08,1357.54,1229.17,2379069
2016-04-29,1251.02,1252.66,1270.46,1175.27,1460435
2016-05-06,1260.68,1245.2,1319.26,1237.31,1222966
2016-05-13,1263.88,1387.57,1417.46,1216.78,2513749
2016-05-20,1386.08,1348.07,1481.61,1325.77,2350895
2016-05-27,1352.96,1326.37,1384.7,1279.77,1580689
2016-06-03,1323.2,1322.1,1378.05,1299.44,1919293
2016-06-08,1323.94,1308.71,1354.78,1304.98,1027652
2016-06-17,1286.0,1347.63,1348.13,1258.09,1835664
2016-06-24,1360.43,1252.31,1379.69,1218.6,1882369
2016-07-01,1245.94,1343.46,1353.59,1239.72,1809187
2016-07-08,1336.47,1462.54,1537.53,1327.67,2476737
2016-07-15,1472.09,1468.07,1503.86,1426.27,1654443
2016-07-22,1462.58,1472.62,1589.05,1458.91,1850314
2016-07-29,1473.33,1495.82,1497.91,1417.49,1565911
2016-08-05,1485.85,1552.39,1577.79,1440.65,1537118
2016-08-12,1554.43,1474.25,1557.69,1450.45,1372731
2016-08-19,1484.22,1457.15,1491.66,1454.45,1494869
2016-08-26,1460.51,1464.24,1485.68,1434.01,1188043
2016-09-02,1463.43,1394.92,1473.52,1389.37,1043662
2016-09-09,1403.14,1352.46,1416.65,1349.87,1295513
2016-09-14,1316.55,1288.33,1327.76,1286.91,622952
2016-09-23,1292.8,1320.69,1357.72,1291.38,969703
2016-09-30,1310.9,1274.58,1311.44,1223.98,1178896
2016-10-14,1302.19,1278.04,1319.81,1261.8,1157266
2016-10-21,1285.62,1268.14,1290.34,1249.46,1255475
2016-10-28,1269.0,1322.31,1344.03,1261.27,1926081
2016-11-04,1316.2,1351.06,1398.36,1304.0,1813376
2016-11-11,1342.67,1361.21,1378.55,1309.52,1559251
2016-11-18,1364.24,1347.82,1389.59,1345.06,1073190
2016-11-25,1345.49,1216.34,1345.97,1211.56,1852195
2016-12-02,1218.83,1185.85,1227.57,1163.57,2069852
2016-12-09,1169.12,1173.15,1204.41,1164.8,1424603
2016-12-16,1170.65,1110.31,1174.31,1076.32,1496672
2016-12-23,1113.29,1099.57,1128.79,1094.09,2154278
2016-12-30,1097.04,1095.03,1109.45,1089.14,1382652
2017-01-06,1097.82,1071.68,1101.37,1067.02,2070692
2017-01-13,1065.18,928.18,1068.41,922.48,3328318
2017-01-20,920.9,918.26,923.74,864.12,2395653
2017-01-26,928.67,930.83,938.09,912.69,1555673
2017-02-03,929.54,929.19,933.53,922.29,173518
2017-02-10,936.02,953.4,959.15,912.52,2429224
2017-02-17,947.95,933.52,955.05,932.73,1584714
2017-02-24,933.71,1005.64,1008.62,931.2,5982271
2017-03-03,1008.34,1009.17,1023.68,993.82,4761836
2017-03-10,1009.37,999.38,1018.11,999.32,3842517
2017-03-17,996.88,998.65,1004.56,986.55,2097789
2017-03-24,998.99,974.28,998.99,966.08,2737169
2017-03-31,965.05,944.15,968.4,940.33,1767205
2017-04-07,944.29,950.79,960.7,939.59,954239
2017-04-14,950.84,930.59,950.84,930.59,1068976
2017-04-21,930.77,906.77,931.48,896.37,1748245
2017-04-28,904.71,832.32,905.19,829.79,1375043
2017-05-05,784.98,748.45,795.25,748.45,2217142
2017-05-12,736.1,718.55,740.34,697.67,1975750
2017-05-19,720.66,728.96,739.57,705.53,1889429
2017-05-26,729.13,706.24,732.84,690.39,1532561
2017-06-02,714.19,704.18,721.32,691.06,876088
2017-06-09,705.35,765.48,773.1,702.78,1817078
2017-06-16,766.88,802.96,832.06,766.74,3662838
2017-06-23,812.6,799.08,837.55,778.01,2299188
2017-06-30,798.64,795.17,821.21,793.6,1292550
2017-07-07,799.4,863.84,893.86,794.18,3236175
2017-07-14,857.56,852.51,878.17,818.66,2531805
2017-07-21,836.5,909.9,910.96,811.21,3829797
2017-07-28,909.97,921.6,952.85,885.87,2844979
2017-08-04,935.74,945.14,1019.55,935.22,3917577
2017-08-11,948.15,946.61,1012.16,924.81,3408932
2017-08-18,951.19,923.09,972.88,907.72,2385678
2017-08-25,950.28,963.52,984.68,945.85,1708837
2017-09-01,963.66,921.75,968.43,913.63,2144790
2017-09-08,920.68,896.19,923.83,870.3,2772197
2017-09-15,880.87,898.5,923.75,880.06,2903013
2017-09-22,899.65,882.88,901.68,869.63,1723477
2017-09-29,880.21,868.74,884.68,850.71,1578195
2017-10-13,876.72,893.03,917.88,869.05,2200484
2017-10-20,889.14,890.5,907.34,868.6,2131367
2017-10-27,892.48,879.76,895.1,865.46,1974572
2017-11-03,874.92,878.27,907.29,858.65,2547194
2017-11-10,879.53,846.5,881.05,842.59,1859575
2017-11-17,847.97,847.77,870.84,833.13,1728716
2017-11-24,850.8,833.25,873.32,823.03,1965916
2017-12-01,834.88,828.48,848.71,819.74,1284661
2017-12-08,830.54,849.65,851.32,809.46,1734923
2017-12-15,854.31,884.81,891.15,851.38,3085564
2017-12-22,894.07,868.72,920.21,865.71,2805139
2017-12-29,863.88,810.17,865.07,792.22,3053943
2018-01-05,810.81,835.14,835.68,802.16,1329891
2018-01-12,837.26,840.14,849.04,823.2,2285276
2018-01-19,838.83,813.26,842.12,807.06,1776821
2018-01-26,813.59,837.67,847.97,807.39,2160383
2018-02-02,833.01,684.28,836.26,681.61,1678215
2018-02-09,667.39,619.93,683.14,613.81,3578978
