日期,开盘,收盘,最高,最低,周成交量
2023-08-18,13000.0,13000.0,13000.0,13000.0,122938
2023-08-25,12810.0,13160.0,13850.0,12810.0,1392186
2023-09-01,13500.0,13452.0,13800.0,13170.0,191574
2023-09-08,13452.0,13128.0,13720.0,12901.2,120890
2023-09-15,13127.8,12920.0,13325.8,12827.4,80094
2023-09-22,12920.0,13070.0,13133.7,12600.0,66780
2023-09-28,13062.4,13180.0,13390.0,12840.0,36396
2023-10-13,13068.3,12720.2,13350.0,12620.9,53843
2023-10-20,12710.0,12007.0,12723.0,11926.0,60050
2023-10-27,12007.0,12200.0,12369.0,11606.4,54157
2023-11-03,12195.0,12210.0,12300.0,11901.0,37443
2023-11-10,12340.0,12347.2,15063.6,12200.1,238377
2023-11-17,12389.0,12410.0,12795.0,12307.2,79310
2023-11-24,12410.0,12098.2,12765.3,12050.0,58037
2023-12-01,12033.3,12081.1,12302.7,11872.0,62651
2023-12-08,12106.9,11945.0,12232.8,11863.2,42418
2023-12-15,11938.3,11620.0,11984.9,11610.0,65635
2023-12-22,11605.0,10944.2,11630.0,10915.4,121184
2023-12-29,10950.1,11110.0,11223.0,10752.2,129359
2024-01-05,11095.0,10801.7,11124.8,10785.2,21536
2024-01-12,10886.7,10888.0,11188.0,10737.0,83337
2024-01-19,10887.0,10721.1,10921.8,10701.0,60003
2024-01-26,10721.1,10649.0,10774.3,10132.6,57020
2024-02-02,10655.0,10246.1,10749.4,10190.1,48427
2024-02-08,10246.1,10710.0,10788.0,10120.0,77129
2024-02-23,10900.0,10795.0,10900.0,10605.9,71109
2024-03-01,10796.5,11083.0,11106.0,10660.0,57828
2024-03-08,11083.0,10621.0,11085.0,10587.4,74751
2024-03-15,10599.7,10959.0,11230.3,10552.1,286173
2024-03-22,10940.0,11820.1,12300.0,10895.0,851112
2024-03-29,11825.1,10930.0,11850.0,10843.6,284375
2024-04-03,10930.0,10970.8,11248.0,10910.0,81837
2024-04-12,10970.8,10923.8,11096.6,10859.8,74837
2024-04-19,10970.0,10602.0,10993.8,10600.0,120405
2024-04-26,10585.3,10914.9,10960.9,10551.5,50707
2024-04-30,10870.0,10946.6,11050.0,10870.0,15475
2024-05-10,10950.0,10930.0,11079.8,10875.0,121898
2024-05-17,10930.0,10770.3,10997.1,10750.0,111121
2024-05-24,10770.0,10693.0,10870.1,10644.5,142644
2024-05-31,10681.1,10637.2,10736.9,10597.9,112008
2024-06-07,10641.9,10500.0,10659.3,10480.0,108780
2024-06-14,10510.1,10515.0,10950.0,10445.6,90748
2024-06-21,10511.0,10398.0,10550.8,10372.8,82307
2024-06-28,10390.0,10360.0,10457.1,10150.1,161456
2024-07-05,10408.0,10260.2,10438.6,10210.2,53042
2024-07-12,10233.4,10020.1,10380.0,10020.1,90252
2024-07-19,10068.1,10108.0,10148.3,10001.0,103476
2024-07-26,10299.1,10047.3,10350.0,9970.0,100795
2024-08-02,10032.0,9971.1,10075.2,9950.0,43378
2024-08-09,9966.3,9880.0,10011.0,9870.0,47611
2024-08-16,9890.0,9510.1,9925.9,9510.1,72941
2024-08-23,9585.0,9250.0,9671.0,8950.1,150607
2024-08-30,9247.3,9723.6,9800.0,9247.3,85457
2024-09-06,9762.9,9639.6,9816.7,9601.9,34730
2024-09-13,9642.6,9445.0,9719.9,9370.0,33835
2024-09-20,9439.6,9430.0,9510.1,9320.0,20382
2024-09-27,9387.5,10105.0,10799.0,9203.3,443838
2024-09-30,10356.6,10480.0,10528.6,10155.0,211998
2024-10-11,12576.0,10236.0,12576.0,10219.0,517851
2024-10-18,10246.8,10973.4,11100.0,10110.0,364476
2024-10-25,10967.9,10620.0,11088.7,10500.0,237772
2024-11-01,10659.0,10579.8,10820.0,10540.0,91401
2024-11-08,10570.0,10948.0,11133.0,10570.0,99661
2024-11-15,10850.2,10695.8,11237.1,10680.0,126310
2024-11-22,10730.0,10656.2,10819.0,10591.3,69177
2024-11-29,10656.2,10867.1,10890.0,10551.0,51664
2024-12-06,10838.1,10904.1,10990.0,10717.4,58307
2024-12-13,10897.5,11136.0,11259.9,10855.0,92416
2024-12-20,11136.0,10913.0,11190.0,10851.1,77667
2024-12-27,10964.4,10977.2,11010.0,10830.0,95164
2025-01-03,10980.0,10781.0,10980.0,10730.1,34436
2025-01-10,10800.0,10800.0,10870.0,10650.9,53313
2025-01-17,10786.7,10892.0,10970.0,10763.5,40961
2025-01-24,10912.0,11040.0,11168.7,10898.6,106822
2025-01-27,11041.0,11020.5,11112.9,11001.0,38584
2025-02-07,11060.0,11608.0,11700.0,11030.0,346611
2025-02-14,11800.0,12756.0,13050.0,11557.0,1303565
2025-02-21,12888.0,13800.0,13875.9,12441.0,1424484
2025-02-28,13800.1,13160.9,13919.5,12938.0,706513
2025-03-07,13700.0,14250.0,14910.9,12881.6,1412480
2025-03-14,14142.9,13900.0,14330.0,13546.5,739706
2025-03-21,13942.6,13331.7,14320.0,13106.8,448187
