日期,开盘,收盘,最高,最低,周成交量
2015-09-02,623.34,651.71,655.85,617.73,546446
2015-09-11,666.99,690.42,707.56,647.73,2058083
2015-09-18,694.51,670.55,694.98,632.92,1650643
2015-09-25,661.15,665.23,693.62,661.09,1660420
2015-09-30,666.41,679.56,684.1,655.95,866605
2015-10-09,696.26,701.36,706.44,689.43,1515245
2015-10-16,702.16,733.94,736.32,697.4,4067989
2015-10-23,733.97,761.69,768.28,710.04,4052872
2015-10-30,769.84,761.85,776.71,740.48,3075242
2015-11-06,740.1,802.18,804.42,739.75,3241669
2015-11-13,799.8,798.4,827.25,790.43,4888585
2015-11-20,788.43,811.64,823.4,783.36,3602918
2015-11-27,808.62,771.43,835.17,768.16,4960687
2015-12-04,778.0,791.37,823.36,741.64,2946761
2015-12-11,790.8,756.74,792.07,755.42,2017624
2015-12-18,751.32,799.11,802.51,751.26,2246223
2015-12-25,795.06,834.94,849.42,793.95,2958547
2015-12-31,839.43,853.16,857.51,831.09,2059439
2016-01-08,853.81,780.32,855.41,731.45,3703381
2016-01-15,753.36,703.39,773.72,675.68,2708194
2016-01-22,687.77,694.22,728.86,681.9,1882301
2016-01-29,704.31,664.25,716.8,617.34,1713361
2016-02-05,665.07,710.78,722.57,654.13,1435379
2016-02-19,683.46,726.3,735.67,681.26,1582843
2016-02-26,734.99,700.87,752.26,688.71,1928265
2016-03-04,695.29,728.18,746.97,659.59,2242107
2016-03-11,736.79,731.39,738.37,708.87,1820574
2016-03-18,742.66,769.35,776.43,735.18,2563137
2016-03-25,778.3,761.9,780.33,751.23,2320528
2016-04-01,765.1,782.01,791.93,752.43,2213526
2016-04-08,788.27,817.14,834.36,786.03,2692398
2016-04-15,821.43,838.12,863.19,816.08,3023416
2016-04-22,832.67,870.28,874.37,803.55,2710809
2016-04-29,859.31,879.18,884.38,842.31,2564163
2016-05-06,881.0,869.24,904.6,866.35,1665809
2016-05-13,856.56,862.79,875.71,829.33,2553977
2016-05-20,859.07,833.37,874.36,814.49,1863117
2016-05-27,836.72,847.15,860.84,823.65,1727588
2016-06-03,839.29,879.14,889.39,831.32,1948355
2016-06-08,882.06,898.36,904.65,877.71,1187715
2016-06-17,885.21,917.28,935.2,880.72,2306782
2016-06-24,920.4,915.15,949.8,888.96,1944610
2016-07-01,917.16,934.49,947.59,912.37,1933739
2016-07-08,930.46,954.21,960.86,927.56,1626768
2016-07-15,956.55,1010.99,1034.04,944.44,2470399
2016-07-22,1001.57,973.52,1014.51,970.17,1546331
2016-07-29,975.1,998.72,1012.14,946.26,1889154
2016-08-05,992.59,960.23,994.03,957.21,1066146
2016-08-12,956.61,972.43,990.34,946.49,1202111
2016-08-19,975.7,964.19,993.01,960.4,1718975
2016-08-26,968.61,950.37,974.39,944.69,1099296
2016-09-02,951.97,957.74,968.31,940.2,1291483
2016-09-09,974.09,973.88,991.9,964.82,2644590
2016-09-14,955.26,970.56,981.64,951.82,963332
2016-09-23,972.9,1013.47,1037.84,972.79,2727353
2016-09-30,1008.56,1050.18,1055.8,995.91,1746882
2016-10-14,1042.8,998.45,1044.21,991.43,2395921
2016-10-21,999.88,1007.81,1015.48,990.65,1832304
2016-10-28,1011.22,1003.41,1016.13,1000.14,1649667
2016-11-04,1001.41,1014.61,1030.25,996.55,1716999
2016-11-11,1012.74,1011.53,1020.95,995.0,1676555
2016-11-18,1013.28,1012.24,1019.79,1003.42,1922473
2016-11-25,1013.13,1027.71,1037.59,1010.94,1465891
2016-12-02,1030.9,1025.38,1059.74,1020.2,1748065
2016-12-09,1015.85,1022.54,1026.79,1003.0,1385758
2016-12-16,1023.1,960.76,1024.59,956.31,1240875
2016-12-23,959.93,978.83,981.3,958.72,1271267
2016-12-30,973.08,971.88,990.38,965.52,979357
2017-01-06,975.84,984.16,992.55,972.75,973515
2017-01-13,985.13,978.15,1014.7,976.18,981574
2017-01-20,978.89,981.61,985.85,942.75,1033179
2017-01-26,981.99,997.57,999.47,976.81,619286
2017-02-03,998.76,995.11,1000.79,994.23,87558
2017-02-10,995.65,1031.61,1034.91,991.67,927076
2017-02-17,1027.56,1053.1,1071.82,1024.53,1359318
2017-02-24,1063.41,1097.73,1107.98,1062.01,1982722
2017-03-03,1093.24,1098.94,1106.48,1079.02,2458440
2017-03-10,1098.68,1151.23,1160.35,1097.91,2148110
2017-03-17,1156.68,1178.43,1213.01,1141.3,3035924
2017-03-24,1176.9,1215.96,1226.9,1158.62,1893917
2017-03-31,1215.6,1218.24,1226.05,1169.89,1916618
2017-04-07,1219.3,1244.66,1250.88,1203.09,1176501
2017-04-14,1246.65,1277.33,1299.07,1193.33,2107698
2017-04-21,1270.62,1345.16,1395.11,1262.47,2859730
2017-04-28,1331.54,1292.84,1364.76,1271.41,2556537
2017-05-05,1280.22,1311.9,1328.93,1273.01,1423149
2017-05-12,1311.36,1296.94,1316.67,1237.02,1558257
2017-05-19,1300.13,1273.92,1335.27,1253.24,2127798
2017-05-26,1268.67,1296.34,1315.42,1241.08,1933172
2017-06-02,1312.27,1305.12,1319.83,1281.59,1194783
2017-06-09,1309.19,1397.1,1409.51,1308.25,2044618
2017-06-16,1390.59,1359.98,1402.25,1344.39,1366071
2017-06-23,1365.11,1364.31,1404.07,1330.04,1383985
2017-06-30,1357.86,1358.02,1367.34,1323.96,1493086
2017-07-07,1358.6,1305.63,1366.3,1293.43,1290363
2017-07-14,1304.6,1342.2,1360.78,1301.63,1350460
2017-07-21,1319.62,1314.82,1331.79,1273.04,1787493
2017-07-28,1318.7,1301.41,1364.91,1287.45,1420385
2017-08-04,1305.42,1237.78,1305.57,1237.04,1511278
2017-08-11,1229.5,1260.41,1288.33,1219.99,1269469
2017-08-18,1260.11,1252.04,1284.47,1236.38,1121729
2017-08-25,1256.24,1290.83,1296.65,1252.91,1177907
2017-09-01,1289.33,1251.53,1296.84,1249.01,1097865
2017-09-08,1247.93,1253.2,1262.17,1233.86,1126203
2017-09-15,1254.96,1324.32,1328.28,1250.54,1519888
2017-09-22,1317.72,1362.31,1375.43,1316.16,1868258
2017-09-29,1363.67,1353.93,1366.9,1304.95,1266710
2017-10-13,1372.25,1477.42,1477.42,1359.9,2373149
2017-10-20,1480.7,1459.33,1500.49,1447.88,1759411
2017-10-27,1473.0,1486.23,1517.51,1457.28,1731496
2017-11-03,1482.16,1452.09,1499.78,1444.37,1660395
2017-11-10,1456.8,1544.61,1547.65,1450.89,1586176
2017-11-17,1544.42,1453.14,1556.02,1452.27,1512279
2017-11-24,1437.33,1389.41,1523.6,1380.46,1745636
2017-12-01,1378.52,1414.28,1421.52,1364.07,963095
2017-12-08,1406.35,1392.14,1421.94,1348.6,1093638
2017-12-15,1401.45,1460.46,1483.62,1399.9,1063289
2017-12-22,1459.34,1506.41,1511.71,1456.89,1101068
2017-12-29,1507.38,1478.28,1529.51,1457.35,1104054
2018-01-05,1489.75,1502.86,1534.22,1489.45,1391358
2018-01-12,1506.08,1581.91,1582.07,1504.9,1506162
2018-01-19,1582.9,1537.7,1636.19,1532.2,1549372
2018-01-26,1550.48,1606.95,1625.55,1548.62,1372802
2018-02-02,1600.92,1594.7,1602.46,1536.97,1331688
2018-02-09,1571.28,1418.42,1583.08,1379.1,1628673
2018-02-14,1440.98,1501.21,1504.18,1433.7,585348
2018-02-23,1525.45,1528.07,1552.64,1518.7,384737
2018-03-02,1547.0,1337.4,1549.13,1310.89,2940533
2018-03-09,1343.48,1340.5,1344.98,1293.43,1921140
2018-03-16,1347.64,1295.26,1347.64,1293.47,2289935
2018-03-23,1301.11,1203.81,1313.81,1180.4,2731832
2018-03-30,1197.8,1233.18,1262.2,1178.31,2181097
2018-04-04,1237.43,1223.75,1245.36,1191.89,1043404
2018-04-13,1223.87,1190.67,1230.87,1186.86,1367211
2018-04-20,1189.52,1153.55,1194.08,1115.47,1508524
2018-04-27,1158.56,1192.77,1210.41,1145.49,1587372
2018-05-04,1197.4,1262.3,1275.68,1195.2,1225602
2018-05-11,1272.07,1322.58,1332.18,1254.84,1725628
2018-05-18,1322.97,1295.75,1332.71,1274.97,2960965
2018-05-25,1313.73,1240.4,1318.15,1235.67,1772840
2018-06-01,1244.86,1303.09,1305.27,1225.69,1854961
2018-06-08,1303.72,1290.69,1340.3,1284.02,1732445
2018-06-15,1290.38,1277.27,1337.79,1268.18,1957269
2018-06-22,1235.69,1208.89,1249.99,1179.39,1479325
2018-06-29,1221.68,1100.59,1229.65,1064.06,1797330
2018-07-06,1085.32,1014.53,1095.42,982.83,2504661
2018-07-13,1019.1,1040.04,1052.59,984.44,2150231
2018-07-20,1064.26,1027.05,1068.68,1007.0,2017790
2018-07-27,1019.11,1031.71,1071.63,1014.49,1850233
2018-08-03,1033.37,894.27,1040.58,893.21,2007243
2018-08-10,882.54,932.47,937.5,863.41,1853891
2018-08-17,912.47,870.3,936.09,867.25,1165198
2018-08-24,877.73,820.36,897.21,818.13,1635732
2018-08-31,828.18,807.49,860.63,807.06,1727320
2018-09-07,801.16,778.58,811.54,767.78,1592231
2018-09-14,776.59,788.17,793.49,754.1,1397396
2018-09-21,776.07,858.98,868.78,762.17,2074982
2018-09-28,838.66,821.59,843.85,813.09,1434281
2018-10-12,798.28,719.45,799.14,696.0,1463173
2018-10-19,722.41,704.0,722.56,671.05,1331813
2018-10-26,710.43,717.77,751.73,675.79,2310067
2018-11-02,711.33,780.72,785.83,687.85,3075108
2018-11-09,771.43,758.37,789.08,747.02,4308584
2018-11-16,756.73,811.71,819.83,753.34,4839519
2018-11-23,814.24,765.01,821.36,760.9,3042362
2018-11-30,765.61,749.91,766.07,730.79,1778863
2018-12-07,778.38,750.49,791.87,749.0,2860299
2018-12-14,742.68,799.69,825.68,731.9,3234715
