日期,开盘,收盘,最高,最低,周成交量
2021-09-24,22.0,24.18,25.36,19.66,65188424
2021-09-30,22.69,16.93,23.81,16.9,37360779
2021-10-08,17.05,17.26,17.58,17.0,5055993
2021-10-15,17.48,23.86,23.86,16.95,34336236
2021-10-22,26.0,24.59,28.63,24.1,53992356
2021-10-29,24.06,23.43,26.5,21.71,43730031
2021-11-05,23.13,25.95,28.0,22.3,51793768
2021-11-12,25.68,25.72,27.69,24.5,33475159
2021-11-19,25.09,27.5,30.84,24.84,38496290
2021-11-26,27.98,29.65,32.6,27.3,37618364
2021-12-03,28.63,26.16,30.25,25.91,20625712
2021-12-10,26.04,25.73,26.32,24.59,11502242
2021-12-17,25.89,27.7,29.32,25.55,28412632
2021-12-24,27.4,24.51,27.75,24.5,15422753
2021-12-31,24.45,25.17,25.75,23.6,8978716
2022-01-07,25.25,27.01,31.33,24.98,25018505
2022-01-14,26.5,25.72,27.7,25.7,16619711
2022-01-21,25.96,27.06,30.0,25.0,22191792
2022-01-28,26.85,24.17,26.94,23.0,14545680
2022-02-11,26.2,25.16,27.48,24.2,19572700
2022-02-18,24.2,26.07,26.98,24.12,15015792
2022-02-25,26.01,26.69,26.78,25.11,13632383
2022-03-04,26.6,23.82,26.76,23.7,8390077
2022-03-11,24.13,21.33,24.13,20.07,8337070
2022-03-18,21.21,20.75,21.7,19.62,8100462
2022-03-25,21.78,21.11,22.25,20.4,11246608
2022-04-01,20.83,20.05,21.15,19.73,6768827
2022-04-08,20.2,19.25,21.11,19.2,4175752
2022-04-15,19.25,18.86,19.77,18.5,4900760
2022-04-22,18.7,23.35,23.35,18.17,14620545
2022-04-29,21.71,19.25,25.48,17.66,40092289
2022-05-06,18.87,19.83,20.93,18.65,8055586
2022-05-13,19.36,20.19,20.97,19.02,19207953
2022-05-20,20.15,19.16,20.32,18.69,12257890
2022-05-27,19.11,18.23,19.55,17.67,9635117
2022-06-02,18.3,18.3,18.86,17.9,5604632
2022-06-10,18.25,18.64,18.97,17.82,8588777
2022-06-17,18.8,18.76,19.19,18.11,8789026
2022-06-24,18.84,13.62,19.88,13.3,16325439
2022-07-01,13.66,14.87,15.26,13.43,21129724
2022-07-08,15.34,13.84,15.85,13.65,23102287
2022-07-15,13.85,13.45,13.95,12.8,9235210
2022-07-22,13.1,13.27,13.98,13.1,9335199
2022-07-29,13.31,13.07,13.37,13.07,5204166
2022-08-05,13.07,12.53,13.2,12.08,5978546
2022-08-12,12.47,12.6,12.83,12.4,5142800
2022-08-19,12.7,12.13,12.77,12.12,4868795
2022-08-26,12.23,11.56,12.31,11.55,4775096
2022-09-02,11.53,11.99,12.55,11.36,6894253
2022-09-09,11.98,12.02,12.54,11.71,6805902
2022-09-16,12.1,11.02,12.4,11.02,5623097
2022-09-23,11.05,10.04,11.34,10.01,7728186
2022-09-30,10.05,9.7,10.55,9.67,6354054
2022-10-14,9.82,10.28,10.37,9.35,7023381
2022-10-21,10.3,10.57,10.98,10.01,8582677
2022-10-28,10.48,9.6,10.53,9.4,13102536
2022-11-04,9.59,10.4,10.75,9.59,6547145
2022-11-11,10.58,11.33,11.46,10.3,12893807
2022-11-18,11.32,11.02,11.85,11.0,13728377
2022-11-25,11.02,11.06,11.65,10.69,10106822
2022-12-02,10.91,11.41,11.5,10.61,7890455
2022-12-09,11.4,11.12,11.75,10.68,10143952
2022-12-16,11.12,11.15,12.29,10.89,18195190
2022-12-23,11.2,10.09,11.64,9.98,9797381
2022-12-30,10.08,11.23,11.47,10.05,17192669
2023-01-06,11.23,12.51,16.18,11.18,73045022
2023-01-13,12.36,11.76,12.52,11.75,27352813
2023-01-20,11.75,11.85,12.04,11.7,14708693
2023-02-03,11.92,13.45,13.48,11.91,32598911
2023-02-10,13.55,13.17,13.78,12.72,31741478
2023-02-17,13.11,13.08,14.38,12.82,27916732
2023-02-24,12.73,13.27,13.73,12.56,20139787
2023-03-03,13.21,13.45,14.4,13.1,22767650
2023-03-10,13.48,13.07,13.9,12.91,20472082
2023-03-17,12.98,12.93,13.26,12.61,12379169
2023-03-24,13.08,13.68,14.25,12.88,26461137
2023-03-31,13.76,13.45,14.1,13.15,15040529
2023-04-07,13.45,13.51,14.47,13.16,21335568
2023-04-14,13.44,14.73,15.11,12.93,27497654
2023-04-21,14.75,13.6,14.8,13.52,23289481
2023-04-28,13.65,14.8,14.95,12.9,28443612
2023-05-05,14.8,15.28,15.65,14.63,13513123
2023-05-12,14.96,16.04,16.3,14.08,37538634
2023-05-19,15.68,16.44,17.62,15.23,67798614
2023-05-26,16.56,17.47,17.58,15.55,43983634
2023-06-02,17.31,17.68,19.0,16.47,61042498
2023-06-09,17.66,18.57,19.64,17.35,51245502
2023-06-16,18.35,18.0,19.76,17.7,43373808
2023-06-21,17.88,16.94,18.13,16.85,22202265
2023-06-30,16.81,17.24,17.47,16.33,17802763
2023-07-07,17.36,16.68,17.37,16.44,11427324
2023-07-14,16.66,16.24,16.75,15.97,9898956
2023-07-21,16.17,16.5,16.99,15.97,11129127
2023-07-28,16.39,16.74,16.96,16.12,10776824
2023-08-04,16.7,16.47,17.3,16.46,16718071
2023-08-11,16.46,15.33,16.47,15.3,10096120
2023-08-18,15.33,15.89,16.33,15.29,10298842
2023-08-25,15.93,14.78,16.21,14.71,9087129
2023-09-01,15.61,17.64,19.01,14.8,27197769
2023-09-08,17.74,16.9,17.95,16.48,43923103
2023-09-15,16.8,15.81,17.07,15.45,21641928
2023-09-22,15.7,14.99,16.55,14.58,19486151
2023-09-28,15.0,14.25,15.23,13.93,13898718
2023-10-13,14.24,13.44,14.29,13.39,12288567
2023-10-20,13.6,13.24,13.96,13.11,10072480
2023-10-27,13.24,13.8,13.95,12.88,12539063
2023-11-03,13.8,13.79,13.9,13.56,6761526
2023-11-10,13.8,13.73,14.37,13.69,10332381
2023-11-17,13.81,13.97,14.1,13.73,7340049
2023-11-24,13.94,13.77,14.45,13.63,8604720
2023-12-01,13.72,13.77,14.05,13.42,7444722
2023-12-08,13.77,12.92,13.98,12.87,9381285
2023-12-15,13.03,13.05,13.33,12.8,8597974
2023-12-22,13.0,12.82,13.35,12.65,9138496
2023-12-29,12.78,12.88,12.9,12.17,8805222
2024-01-05,12.88,12.73,13.22,12.64,7617020
2024-01-12,12.8,12.64,12.97,12.55,7590050
2024-01-19,12.59,12.06,12.88,11.81,10416032
2024-01-26,12.11,11.66,12.11,10.73,15230825
2024-02-02,11.71,9.48,11.74,9.22,17177521
2024-02-08,9.49,7.9,9.56,6.78,30012420
2024-02-23,8.04,10.11,10.11,8.01,27270770
2024-03-01,10.11,10.07,10.64,9.19,28597556
2024-03-08,10.06,9.7,10.19,9.48,15785043
2024-03-15,9.7,10.39,10.57,9.68,15705480
2024-03-22,10.48,11.06,12.84,10.41,25531168
2024-03-29,10.9,10.59,10.9,9.9,20223972
2024-04-03,10.57,10.65,11.1,10.4,8322779
2024-04-12,10.75,9.98,10.8,9.87,10802270
2024-04-19,9.89,8.86,10.06,8.01,15969412
2024-04-26,8.8,10.03,10.48,8.52,13157925
2024-04-30,9.98,10.39,10.6,9.93,7496150
2024-05-10,10.57,10.33,10.7,10.31,9237815
2024-05-17,10.33,10.39,11.3,9.99,17551333
2024-05-24,10.4,9.75,10.52,9.74,11204077
2024-05-31,9.82,9.79,9.97,9.57,7907500
2024-06-07,9.89,8.77,9.89,8.07,13574468
2024-06-14,8.88,8.66,8.98,8.4,10988298
2024-06-21,8.67,8.41,8.75,8.16,12241352
2024-06-28,8.4,8.1,9.44,7.58,22751894
2024-07-05,8.2,8.07,8.43,7.66,12715196
2024-07-12,8.05,8.08,8.33,7.54,13929371
2024-07-19,8.16,8.04,8.47,7.55,14530519
2024-07-26,7.98,7.95,8.16,7.58,12833764
2024-08-02,7.97,8.21,8.5,7.81,13760134
2024-08-09,8.23,8.27,8.4,8.01,11769250
2024-08-16,8.25,8.68,8.97,8.08,15705413
2024-08-23,8.65,8.04,8.69,8.0,11009474
2024-08-30,8.0,8.47,8.54,7.83,10165877
2024-09-06,8.48,9.32,10.0,8.05,33752567
2024-09-13,9.17,8.16,9.17,8.15,30064944
2024-09-20,8.22,8.16,8.31,7.81,10875934
2024-09-27,8.17,9.04,9.2,7.99,26260753
2024-09-30,9.35,10.22,10.3,9.19,14928098
2024-10-11,12.0,9.27,12.0,9.1,37191952
2024-10-18,9.48,9.92,10.07,9.08,30435143
2024-10-25,9.8,10.55,11.0,9.64,48065931
2024-11-01,10.73,9.75,11.04,9.71,36224173
2024-11-08,9.75,10.82,11.19,9.69,30278232
2024-11-15,10.74,11.0,11.87,10.44,34589450
2024-11-22,11.02,10.39,11.3,10.15,38954288
2024-11-29,10.43,19.9,19.9,10.43,108123858
2024-12-06,20.9,17.36,23.88,17.18,172850558
2024-12-13,16.9,17.28,17.67,16.35,86574023
2024-12-20,17.36,15.47,17.98,14.72,70943130
2024-12-27,15.79,14.44,15.89,13.91,48351548
2025-01-03,14.4,13.07,15.18,12.75,43704111
2025-01-10,12.78,12.7,13.54,12.21,38309715
2025-01-17,12.55,13.77,14.99,12.08,58164723
2025-01-24,13.84,13.86,14.28,13.35,28548543
2025-01-27,14.0,14.55,15.35,14.0,18592724
2025-02-07,14.77,14.66,14.98,14.21,32906229
2025-02-14,14.66,15.02,17.29,14.62,90112107
2025-02-21,15.13,15.4,16.52,14.88,59219458
2025-02-28,15.32,13.7,15.39,13.7,30814725
2025-03-07,13.87,14.11,14.63,13.8,20739560
2025-03-14,14.22,14.56,14.6,13.83,18992940
2025-03-21,14.71,13.95,14.78,13.91,15307082
2025-03-28,14.08,13.37,14.08,13.2,13143908
2025-04-03,13.37,13.37,13.62,12.97,8029680
2025-04-11,12.5,14.55,16.2,10.14,90652606
2025-04-18,14.69,14.36,15.49,13.96,106745159
2025-04-25,14.26,14.4,15.89,14.0,66818354
2025-04-30,15.05,14.7,15.48,14.2,37613078
2025-05-09,14.91,18.7,18.7,14.76,71109635
2025-05-16,21.0,17.13,21.91,16.2,154963400
2025-05-23,16.84,15.8,17.18,15.8,51409893
