日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-06-11,,182.0,177.0,187.99,165.11,21290420,3738541056.0,,,,
2025-06-12,,173.0,170.24,179.97,167.98,10431022,1801535744.0,,,,
2025-06-13,,168.0,171.8,175.75,161.8,7182514,1208343680.0,,,,
2025-06-16,,170.99,175.7,176.49,168.1,4358029,749580672.0,,,,
2025-06-17,,175.0,170.18,176.7,170.18,3881283,673728960.0,,,,
2025-06-18,,166.5,204.22,204.22,166.5,10399216,1997060352.0,,,,
2025-06-19,,195.5,178.4,196.2,178.1,8418484,1565575168.0,,,,
2025-06-20,,175.99,172.0,180.9,171.85,4534882,795765696.0,,,,
2025-06-23,,171.0,173.45,174.9,168.01,3237641,555324416.0,,,,
2025-06-24,,173.47,177.33,181.0,172.0,3782328,673885760.0,,,,
2025-06-25,,178.49,176.11,179.5,172.0,3526979,618627264.0,,,,
2025-06-26,,174.98,169.23,175.65,168.8,3684116,628287488.0,,,,
2025-06-27,,168.79,169.0,171.27,168.01,2366437,400810688.0,,,,
2025-06-30,,169.0,168.44,171.87,167.1,2509842,423787424.0,,,,
2025-07-01,,168.46,173.5,178.82,168.46,4146418,723091456.0,,,,
2025-07-02,,172.1,169.12,172.97,168.0,1977827,334515744.0,,,,
2025-07-03,,168.08,169.9,170.2,168.08,1410465,238800976.0,,,,
2025-07-04,,168.9,168.41,169.79,167.3,1480675,249576736.0,,,,
2025-07-07,,169.2,167.0,169.2,166.66,1198329,200453824.0,,,,
2025-07-08,,167.6,169.0,171.78,166.66,1408439,238529216.0,,,,
2025-07-09,,169.0,171.84,178.63,167.92,3238646,563007744.0,,,,
2025-07-10,,171.0,174.2,175.14,170.11,1566284,270863936.0,,,,
2025-07-11,,172.58,169.36,173.0,168.64,2417113,410123392.0,,,,
2025-07-14,,170.72,167.8,170.73,167.51,1551699,261234624.0,,,,
2025-07-15,,168.27,167.8,168.28,162.45,2333835,387110176.0,,,,
2025-07-16,,167.0,166.92,169.51,165.25,1547735,259450672.0,,,,
2025-07-17,,165.8,167.58,169.5,165.8,1234501,207045632.0,,,,
2025-07-18,,168.48,168.0,168.7,167.13,1200828,201625632.0,,,,
2025-07-21,,168.0,162.38,168.47,162.0,3267610,533973728.0,,,,
2025-07-22,,162.01,163.0,163.8,161.96,1264659,205836816.0,,,,
2025-07-23,,163.09,162.5,163.19,161.06,1354177,219434608.0,,,,
2025-07-24,,164.94,166.51,167.8,164.75,2283071,379090560.0,,,,
2025-07-25,,165.55,165.53,165.87,163.5,1437763,236543040.0,,,,
2025-07-28,,165.53,164.17,167.0,163.88,1304332,215169504.0,,,,
2025-07-29,,166.9,174.41,185.88,166.9,6468986,1131159680.0,,,,
2025-07-30,,174.0,180.28,183.84,173.84,5095033,914462464.0,,,,
2025-07-31,,178.88,175.29,181.88,174.72,2928424,520006784.0,,,,
2025-08-01,,175.3,164.79,175.35,163.77,4092931,684526784.0,,,,
2025-08-04,,161.99,164.54,165.53,161.99,2044806,334180160.0,,,,
2025-08-05,,164.5,166.88,170.99,164.18,2060827,345629952.0,,,,
2025-08-06,,167.11,167.73,168.49,165.0,1479546,247021888.0,,,,
2025-08-07,,167.29,167.89,169.75,166.81,1716750,288700256.0,,,,
2025-08-08,,167.89,170.92,173.66,165.01,2414033,411136224.0,,,,
2025-08-11,,175.0,182.95,186.0,174.88,4654338,843577600.0,,,,
2025-08-12,,183.0,186.41,193.0,182.68,3936771,736546304.0,,,,
2025-08-13,,187.0,184.31,188.2,181.44,2972467,546717632.0,,,,
2025-08-14,,184.11,187.02,190.43,182.44,3680741,685772352.0,,,,
2025-08-15,,206.0,224.42,224.42,206.0,8684590,1890740224.0,,,,
2025-08-18,,250.18,269.3,269.3,250.18,5572232,1447030656.0,,,,
2025-08-19,,313.07,300.0,318.88,276.3,14379847,4288209920.0,,,,
2025-08-20,,294.6,287.99,302.99,282.0,9222389,2674536960.0,,,,
2025-08-21,,286.0,277.0,293.0,271.87,7108069,1988759168.0,,,,
2025-08-22,,272.22,264.99,275.98,258.7,7752417,2050871424.0,,,,
2025-08-25,,269.0,283.25,288.63,265.15,8133349,2268912640.0,,,,
2025-08-26,,277.87,274.7,287.9,273.95,4917911,1370336896.0,,,,
2025-08-27,,274.0,296.2,316.53,269.3,8726563,2551740160.0,,,,
2025-08-28,,298.5,352.0,354.98,293.55,9360116,3066619136.0,,,,
