日期,开盘,收盘,最高,最低,成交量,成交额
2023-08-01,13000.0,15730.0,15730.0,13000.0,21266,32867472.0
2023-08-02,18100.0,18876.0,18876.0,17750.0,159368,295120384.0
2023-08-03,18120.0,19249.2,20949.8,17700.0,1963766,3823000832.0
2023-08-04,19600.0,20035.9,20200.0,18600.0,950120,1845826176.0
2023-08-07,20400.0,20274.5,21396.3,20007.4,736874,1517249920.0
2023-08-08,20580.0,20297.3,20679.9,20100.0,229614,468351360.0
2023-08-09,20390.0,20184.3,21867.7,19817.9,899231,1866818432.0
2023-08-10,20100.0,19939.1,20538.4,19622.8,152029,306855008.0
2023-08-11,19895.0,19872.1,20249.9,19550.0,134460,267522576.0
2023-08-14,19670.0,19993.1,20650.0,19601.0,216050,435132544.0
2023-08-15,20190.0,19612.7,20319.0,19500.5,108682,216327840.0
2023-08-16,19514.0,19672.1,20600.0,19122.6,256509,509816480.0
2023-08-17,19550.0,19604.9,20800.0,19370.0,334358,670870656.0
2023-08-18,20388.8,18093.2,20388.8,18038.2,353048,662640512.0
2023-08-21,18147.0,18192.3,18518.8,17600.0,203925,372271072.0
2023-08-22,18192.3,18240.0,18336.2,17821.9,67020,121627200.0
2023-08-23,18151.0,17825.8,18261.9,17100.0,91523,162041216.0
2023-08-24,17800.0,18164.9,19188.6,17600.0,449772,831384768.0
2023-08-25,18110.0,17702.7,18324.1,17600.0,74205,134519024.0
2023-08-28,18150.0,17780.7,18900.1,17571.7,70920,127216456.0
2023-08-29,17821.0,18222.6,18500.0,17571.7,92794,168791616.0
2023-08-30,18565.0,18345.4,19550.0,18040.7,415475,780183744.0
2023-08-31,18115.0,18639.4,18979.0,18115.0,159891,297078464.0
2023-09-01,18700.0,18182.7,18860.5,18149.0,80854,149951296.0
2023-09-04,18200.0,18273.6,18317.0,17850.4,45567,82766960.0
2023-09-05,18219.9,18181.6,18434.7,18100.0,25922,47277616.0
2023-09-06,18100.0,18011.1,18300.0,17801.0,22792,41109648.0
2023-09-07,17935.0,17518.5,17960.0,17000.0,26667,46759268.0
2023-09-08,17230.0,17574.9,18350.0,17230.0,73122,129613952.0
2023-09-11,17470.0,17638.8,17855.0,17400.0,35094,62010276.0
2023-09-12,17639.7,17754.2,18112.3,17606.5,53229,94912664.0
2023-09-13,17732.0,17886.5,18450.0,17701.7,218369,395128512.0
2023-09-14,17680.0,17892.8,18516.4,17629.9,140736,254996880.0
2023-09-15,17892.8,17805.7,18090.6,17756.9,47625,85462472.0
2023-09-18,17970.0,17797.7,18320.0,17701.1,145287,262180832.0
2023-09-19,17830.3,17706.6,17917.1,17401.2,40310,71533584.0
2023-09-20,17560.0,17695.2,17830.0,17560.0,20594,36442080.0
2023-09-21,17500.0,17761.0,17846.2,17500.0,15029,26622864.0
2023-09-22,17690.0,17758.5,17888.0,17690.0,18248,32477132.0
2023-09-25,17895.0,17766.2,17980.0,17600.0,21817,38820880.0
2023-09-26,17766.0,17794.1,17849.8,17630.0,10565,18746694.0
