日期,开盘,收盘,最高,最低,成交量,成交额
2023-02-01,9.73,9.8,9.92,9.73,1690277,1650900.0
2023-02-02,9.8,9.8,9.85,9.79,453743,444905.0
2023-02-03,9.8,9.81,9.81,9.77,86950,85130.0
2023-02-06,9.81,9.82,9.86,9.81,250994,246325.0
2023-02-07,9.82,9.85,9.86,9.81,193540,190108.0
2023-02-08,9.85,9.82,9.85,9.81,442010,434221.0
2023-02-09,9.83,9.84,9.88,9.82,161291,158483.0
2023-02-10,9.82,9.78,9.92,9.75,469068,459420.0
2023-02-13,9.79,9.83,9.84,9.79,242976,238742.0
2023-02-14,9.81,9.82,9.83,9.81,73498,72156.0
2023-02-15,9.82,9.82,9.84,9.82,49516,48632.0
2023-02-16,9.82,9.81,9.85,9.81,371843,365562.0
2023-02-17,9.82,9.8,9.82,9.8,96590,94849.0
2023-02-20,9.8,9.82,9.85,9.8,77280,75953.0
2023-02-21,9.83,9.84,9.85,9.83,88723,87350.0
2023-02-22,9.84,9.85,10.0,9.84,23700,23501.0
2023-02-23,9.85,9.84,9.85,9.84,20891,20558.0
2023-02-24,9.84,9.83,9.84,9.83,58554,57565.0
2023-02-27,9.85,9.85,9.85,9.84,41251,40626.0
2023-02-28,9.85,9.84,9.85,9.84,147851,145595.0
2023-03-01,9.85,9.84,9.85,9.84,188226,185389.0
2023-03-02,9.85,9.86,9.86,9.85,19851,19571.0
2023-03-03,9.87,9.87,9.89,9.87,41450,40912.0
2023-03-06,9.85,9.85,9.85,9.85,31983,31503.0
2023-03-07,9.86,9.86,9.88,9.86,34772,34320.0
2023-03-08,9.85,9.85,9.85,9.85,5272,5193.0
2023-03-09,9.85,9.84,9.85,9.84,226481,222869.0
2023-03-10,9.84,9.83,9.84,9.83,90085,88584.0
2023-03-13,9.83,9.83,9.85,9.82,89160,87813.0
2023-03-14,9.82,9.83,9.83,9.82,705908,693906.0
2023-03-15,9.83,9.84,9.86,9.83,88181,86883.0
2023-03-16,9.81,9.82,9.83,9.81,55444,54449.0
2023-03-17,9.83,9.83,9.85,9.83,126334,124327.0
2023-03-20,9.83,9.83,9.84,9.82,150116,147590.0
2023-03-21,9.82,9.85,9.88,9.82,914496,899050.0
2023-03-22,9.85,9.85,9.97,9.84,492450,490028.0
2023-03-23,9.85,9.86,9.86,9.7,578440,564364.0
2023-03-24,9.83,9.83,9.85,9.83,53360,52553.0
2023-03-27,9.83,9.84,9.87,9.83,75835,74614.0
2023-03-28,9.83,9.85,9.85,9.83,32970,32452.0
2023-03-29,9.84,9.85,9.89,9.84,16510,16262.0
2023-03-30,9.83,9.85,9.85,9.83,7920,7795.0
2023-03-31,9.85,9.85,9.86,9.85,7840,7723.0
2023-04-03,9.84,9.85,9.86,9.84,12770,12580.0
2023-04-04,9.85,9.86,9.99,9.85,428870,428017.0
2023-04-06,9.86,9.86,9.87,9.86,18824,18561.0
2023-04-07,9.86,9.88,9.92,9.84,548155,539532.0
2023-04-10,9.86,9.89,9.89,9.86,94493,93205.0
2023-04-11,9.86,9.9,9.9,9.86,118420,117108.0
2023-04-12,9.89,9.89,9.9,9.89,24640,24374.0
2023-04-13,9.89,9.89,9.89,9.89,7970,7883.0
2023-04-14,9.88,9.88,9.89,9.88,15841,15654.0
2023-04-17,9.9,10.02,10.03,9.88,564380,565116.0
2023-04-18,9.9,9.9,9.9,9.9,36553,36187.0
2023-04-19,9.9,9.91,9.91,9.9,70500,69865.0
2023-04-20,9.91,9.92,9.95,9.91,12840,12750.0
2023-04-21,9.91,9.92,9.92,9.9,81913,81096.0
2023-04-24,9.92,9.9,9.92,9.86,136990,135611.0
2023-04-25,9.88,9.87,9.88,9.86,246092,242803.0
2023-04-26,9.86,9.88,9.92,9.86,105590,104277.0
2023-04-27,9.9,9.89,10.68,9.88,104931,103820.0
2023-04-28,9.93,9.9,9.93,9.88,266796,263852.0
2023-05-04,9.9,9.92,9.92,9.88,51400,50885.0
2023-05-05,9.95,9.92,9.95,9.88,57290,56802.0
2023-05-08,9.92,9.9,9.92,9.9,27470,27243.0
2023-05-09,9.89,9.9,9.92,9.89,10741,10639.0
2023-05-10,9.87,9.88,9.88,9.87,53194,52513.0
2023-05-11,9.9,9.9,9.91,9.9,141851,140433.0
2023-05-12,9.87,9.88,9.92,9.87,384580,380215.0
2023-05-15,9.88,9.89,9.89,9.88,250862,248101.0
2023-05-16,9.89,9.92,9.92,9.88,10960,10841.0
2023-05-17,9.89,9.93,9.93,9.89,33664,33370.0
2023-05-18,9.89,9.93,9.93,9.2,67850,64585.0
2023-05-19,9.88,9.9,9.92,9.88,18962,18746.0
2023-05-22,9.92,9.91,9.99,9.88,65570,65283.0
2023-05-23,9.88,9.92,9.92,9.88,51586,50967.0
2023-05-25,9.88,9.87,9.88,9.87,11041,10898.0
2023-05-26,9.87,9.87,9.87,9.87,11000,10857.0
2023-05-29,9.87,9.91,9.92,9.85,73690,72610.0
2023-05-30,9.85,9.85,9.89,9.84,1989,1960.0
2023-05-31,9.83,9.84,9.84,9.83,34182,33628.0
2023-06-01,10.0,9.9,10.0,9.84,80751,79852.0
