日期,开盘,最高,最低,收盘,成交量,股票代码,成交额
2021-03-25,176.11,180.0,157.21,162.82,38239073,,6313961472.0
2021-03-26,172.0,182.36,170.02,175.97,22420283,,3939455232.0
2021-03-29,170.0,175.2,160.01,170.6,19155702,,3183044864.0
2021-03-30,166.0,187.5,166.0,175.02,16584642,,2958756096.0
2021-03-31,175.02,181.78,166.7,167.77,11605621,,2014388992.0
2021-04-01,164.98,179.77,164.0,176.0,12320548,,2142670592.0
2021-04-02,172.99,181.81,170.13,176.51,9904074,,1742808448.0
2021-04-06,176.99,197.48,175.07,193.09,12413483,,2327758848.0
2021-04-07,190.08,202.57,188.49,197.0,10858666,,2117806208.0
2021-04-08,197.0,218.88,193.13,211.65,12106976,,2481371648.0
2021-04-09,208.0,216.66,204.38,205.2,8784269,,1850979328.0
2021-04-12,203.3,211.55,191.21,197.39,11238409,,2245720832.0
2021-04-13,195.0,201.6,190.65,198.0,8186839,,1610743040.0
2021-04-14,196.0,207.77,195.21,200.8,7730344,,1562941568.0
2021-04-15,198.0,203.5,189.29,189.88,7409864,,1445002112.0
2021-04-16,188.4,198.25,188.4,196.49,7874581,,1532160640.0
2021-04-19,195.18,208.22,192.35,207.49,7134170,,1440106624.0
2021-04-20,206.47,216.36,201.88,205.81,7359397,,1536580864.0
2021-04-21,205.1,218.0,203.88,214.06,7115669,,1507679104.0
2021-04-22,214.06,236.88,211.36,228.48,8322464,,1865387136.0
2021-04-23,224.45,227.99,220.0,223.99,4686496,,1044368576.0
2021-04-26,223.2,232.2,213.99,215.0,5771643,,1287824384.0
2021-04-27,213.01,225.11,210.88,225.08,5880517,,1287162624.0
2021-04-28,220.0,232.17,219.5,228.79,4738195,,1074644096.0
2021-04-29,227.02,230.6,216.0,224.1,6627475,,1488613376.0
2021-04-30,226.37,248.0,226.37,242.89,6394000,,1517620352.0
2021-05-06,244.0,250.0,223.5,226.48,7085153,,1654488064.0
2021-05-07,227.1,228.0,213.39,214.0,6643042,,1446360576.0
2021-05-10,211.52,219.89,211.52,216.6,3542348,,766437120.0
2021-05-11,215.0,228.98,205.0,226.3,4956778,,1084627072.0
2021-05-12,222.25,239.85,220.38,233.9,4316522,,994986432.0
2021-05-13,230.45,245.81,226.0,237.69,4742328,,1120653568.0
2021-05-14,240.58,241.68,233.0,235.71,3077315,,728716736.0
2021-05-17,233.2,268.65,233.09,264.0,5891624,,1517871744.0
2021-05-18,261.21,271.78,261.21,269.48,3461803,,925185472.0
2021-05-19,268.0,279.6,263.55,269.99,3590264,,972609536.0
2021-05-20,267.03,275.38,264.51,271.1,2450855,,662800576.0
2021-05-21,273.0,274.9,256.3,260.21,2950021,,775676608.0
2021-05-24,264.12,267.2,258.58,262.6,2021622,,532111712.0
2021-05-25,263.12,285.0,263.12,281.5,3819979,,1061081600.0
2021-05-26,280.9,282.37,272.5,275.59,2526065,,699517440.0
2021-05-27,274.35,283.45,272.27,278.0,2292789,,637363520.0
2021-05-28,278.0,281.6,262.18,268.39,3563811,,970988608.0
2021-05-31,268.4,274.88,264.18,273.1,3169749,,858741760.0
2021-06-01,276.88,279.7,262.02,269.4,2936516,,792644224.0
2021-06-02,268.0,268.0,245.25,245.44,5507976,,1402188288.0
2021-06-03,243.48,254.67,241.99,246.5,3329376,,831729600.0
2021-06-04,245.02,258.18,245.02,254.64,2663695,,674887296.0
2021-06-07,250.03,250.27,233.13,242.16,4893745,,1178557312.0
2021-06-08,241.01,249.85,240.28,242.21,2847422,,698491264.0
2021-06-09,241.02,244.99,232.09,233.1,3705537,,874180992.0
2021-06-10,232.0,245.01,231.3,245.0,3228426,,773493632.0
2021-06-11,244.01,246.5,232.0,243.89,3499369,,841357248.0
2021-06-15,243.37,252.7,240.0,245.99,2348304,,579766016.0
2021-06-16,247.5,252.0,235.16,241.81,2668323,,651855040.0
2021-06-17,241.82,254.98,240.01,249.0,2927038,,730334976.0
2021-06-18,253.99,259.87,249.5,257.98,2879770,,735763264.0
2021-06-21,256.0,273.5,254.0,263.73,3118504,,825886848.0
2021-06-22,263.77,274.8,261.63,273.55,3054946,,823769792.0
2021-06-23,270.2,276.5,268.09,270.8,2125226,,578920832.0
2021-06-24,269.6,270.3,253.01,253.34,3344887,,866574720.0
2021-06-25,254.77,272.38,254.77,270.2,3113430,,828646976.0
2021-06-28,273.81,278.5,267.99,271.18,2079300,,564841216.0
2021-06-29,271.0,275.0,266.32,271.29,2086089,,565593280.0
2021-06-30,272.7,275.68,268.0,271.69,2141640,,580741888.0
2021-07-01,269.54,284.87,269.52,280.0,2675180,,746683456.0
2021-07-02,275.2,276.0,260.01,260.48,3132991,,830242432.0
2021-07-05,259.0,281.01,257.37,274.99,3015718,,819980288.0
2021-07-06,275.99,281.88,256.0,267.1,3584137,,965317952.0
2021-07-07,261.02,287.4,261.02,284.5,3302710,,918272832.0
2021-07-08,288.0,289.35,272.0,272.12,2295911,,635184896.0
2021-07-09,271.25,274.67,256.8,261.99,2636525,,693257344.0
2021-07-12,262.0,268.88,256.0,263.9,1991366,,524889824.0
2021-07-13,262.77,268.38,261.01,261.11,1667257,,440025856.0
2021-07-14,258.5,277.02,255.01,270.05,2771687,,747280768.0
2021-07-15,269.78,273.43,266.11,271.12,1503219,,405829408.0
2021-07-16,271.5,271.9,258.88,259.29,1946784,,509426080.0
2021-07-19,256.87,263.4,255.06,258.0,1386011,,357897632.0
2021-07-20,256.0,263.82,255.0,259.82,1047103,,271664992.0
2021-07-21,259.31,272.72,259.3,267.5,2130827,,571406976.0
2021-07-22,269.26,272.18,264.44,265.67,1153298,,307874592.0
2021-07-23,264.01,265.66,237.0,245.76,3611972,,893690432.0
2021-07-26,237.99,244.8,208.0,217.01,5052385,,1133757184.0
2021-07-27,217.21,222.99,212.0,212.0,2963240,,644028800.0
2021-07-28,210.0,224.9,204.9,220.51,2363856,,512205088.0
2021-07-29,226.34,229.0,216.68,223.73,2161903,,479418816.0
2021-07-30,218.0,220.28,203.2,206.45,2360648,,493584768.0
2021-08-02,200.0,208.88,192.0,204.1,3200297,,638380416.0
2021-08-03,204.55,217.55,198.0,214.07,3002729,,629654464.0
2021-08-04,212.76,218.5,203.6,215.85,2859610,,607917888.0
2021-08-05,212.98,218.0,208.81,211.21,1653033,,353293376.0
2021-08-06,211.0,213.98,206.0,207.26,1179155,,246491648.0
2021-08-09,203.17,208.98,196.7,206.39,1384353,,283267328.0
2021-08-10,206.47,219.09,200.0,218.77,3110848,,652613440.0
2021-08-11,232.5,244.0,219.01,221.01,5068489,,1164726912.0
2021-08-12,217.39,237.32,213.0,229.8,3976807,,914745792.0
2021-08-13,227.99,233.76,217.25,217.5,2458632,,548203904.0
2021-08-16,219.9,225.4,217.18,218.76,2030156,,449661088.0
2021-08-17,215.73,216.7,202.93,205.9,2401370,,500769728.0
2021-08-18,208.98,210.16,200.0,202.08,1717557,,350150304.0
2021-08-19,203.9,207.8,199.66,200.61,1412564,,285489760.0
