日期,开盘,最高,最低,收盘,成交量,股票代码,成交额
2023-06-15,71.65,72.5,69.1,69.6,4990934,,350898560.0
2023-06-16,71.0,75.34,70.77,71.81,5379215,,392327680.0
2023-06-19,68.0,69.67,66.6,67.46,4114298,,278856992.0
2023-06-20,66.33,66.86,64.6,64.8,3398905,,221796896.0
2023-06-21,64.04,65.74,63.69,64.35,2159758,,139410128.0
2023-06-26,63.5,63.5,59.0,59.69,2362469,,144611648.0
2023-06-27,59.57,60.48,59.1,59.96,1335096,,79646632.0
2023-06-28,59.71,61.2,57.21,60.6,2029233,,119423816.0
2023-06-29,59.3,62.0,59.13,60.73,1675307,,101633680.0
2023-06-30,60.07,61.94,59.82,60.69,1431172,,87322632.0
2023-07-03,60.33,61.47,59.9,60.86,981301,,59564032.0
2023-07-04,60.58,61.55,60.22,61.16,857875,,52468572.0
2023-07-05,61.0,61.09,59.59,59.77,1057797,,63651740.0
2023-07-06,60.32,60.59,59.61,60.16,924154,,55527884.0
2023-07-07,59.51,59.91,58.39,58.43,898632,,53070172.0
2023-07-10,58.43,60.19,58.43,59.78,874412,,52159708.0
2023-07-11,59.78,60.42,59.19,60.18,590506,,35383076.0
2023-07-12,60.18,60.5,59.23,59.3,737684,,44176400.0
2023-07-13,59.1,62.33,59.0,60.9,1253769,,75908120.0
2023-07-14,60.51,61.19,60.32,60.88,1006694,,61212020.0
2023-07-17,60.88,61.65,59.28,60.18,933949,,56116948.0
2023-07-18,60.02,60.21,59.27,59.29,624500,,37149364.0
2023-07-19,59.48,60.14,59.07,59.41,764422,,45567072.0
2023-07-20,59.6,61.5,59.38,59.8,1259071,,75919880.0
2023-07-21,59.48,59.51,56.91,57.85,1212098,,70319248.0
2023-07-24,57.4,57.5,56.6,56.97,627465,,35800944.0
2023-07-25,57.24,57.85,57.22,57.6,534231,,30753896.0
2023-07-26,57.58,58.27,57.52,57.65,566078,,32747586.0
2023-07-27,57.3,59.9,57.3,58.26,920278,,53837560.0
2023-07-28,57.81,58.26,56.81,58.03,715654,,41182992.0
2023-07-31,57.98,59.1,57.83,58.71,683313,,39978260.0
2023-08-01,58.48,58.68,57.7,57.87,509193,,29498870.0
2023-08-02,57.74,57.94,57.18,57.87,463562,,26688744.0
2023-08-03,57.47,58.2,57.47,57.61,389552,,22487956.0
2023-08-04,57.61,57.85,57.17,57.26,489239,,28068588.0
2023-08-07,57.26,57.44,56.66,56.74,599066,,34151708.0
2023-08-08,56.74,57.74,56.6,57.74,705788,,40446324.0
2023-08-09,57.5,59.17,57.24,58.56,1286864,,75067792.0
2023-08-10,58.57,61.13,58.48,60.0,2305435,,138280976.0
2023-08-11,59.8,60.5,59.26,59.62,1455724,,87222976.0
2023-08-14,59.6,61.68,59.54,61.66,2268024,,138577200.0
2023-08-15,62.38,63.32,60.25,61.7,2682908,,166036048.0
2023-08-16,60.0,60.97,58.73,58.79,2048298,,122213648.0
2023-08-17,58.6,61.96,58.11,61.68,2254285,,136136912.0
2023-08-18,60.9,63.25,60.41,61.71,2601640,,161652560.0
2023-08-21,62.05,64.85,61.38,61.75,2282614,,143605360.0
2023-08-22,60.9,61.53,56.99,58.87,2277779,,135113664.0
2023-08-23,58.79,58.79,56.82,57.01,1226493,,70543512.0
2023-08-24,57.3,57.95,53.6,56.7,1777765,,99628232.0
2023-08-25,56.27,56.48,54.09,54.22,974531,,53824332.0
2023-08-28,58.5,58.5,54.05,54.28,1369376,,76656592.0
2023-08-29,53.98,57.88,53.61,57.73,1751904,,99391944.0
2023-08-30,57.16,59.48,57.16,59.12,1393212,,81866656.0
2023-08-31,58.59,60.6,58.38,59.4,1157473,,69029808.0
2023-09-01,59.1,60.3,58.71,59.56,838553,,49888652.0
2023-09-04,59.6,60.37,59.0,59.34,644000,,38244868.0
2023-09-05,59.1,59.52,58.16,58.7,693700,,40708856.0
2023-09-06,58.21,59.2,58.11,59.03,505559,,29699440.0
2023-09-07,58.94,58.94,57.32,57.36,595930,,34518280.0
2023-09-08,57.37,59.76,57.37,59.4,739342,,43598456.0
2023-09-11,59.57,59.79,58.8,58.95,590100,,34936472.0
2023-09-12,58.99,59.29,58.47,58.95,404832,,23789824.0
2023-09-13,58.42,58.9,57.4,57.87,579863,,33581452.0
2023-09-14,57.88,58.0,55.68,55.94,651869,,36772376.0
2023-09-15,55.94,56.49,55.4,55.52,335324,,18723006.0
2023-09-18,55.58,56.93,55.18,56.84,467647,,26438002.0
2023-09-19,56.91,56.91,55.3,55.32,434700,,24185448.0
2023-09-20,55.2,55.7,54.58,54.68,337285,,18554748.0
2023-09-21,54.6,55.07,54.02,54.05,323814,,17603498.0
2023-09-22,54.1,55.26,53.7,55.12,493109,,26944614.0
2023-09-25,55.12,55.51,54.48,54.72,311878,,17129074.0
2023-09-26,54.95,56.97,54.21,56.45,787886,,44049772.0
2023-09-27,58.88,60.2,56.06,57.07,1460963,,84566824.0
2023-09-28,56.04,57.07,55.95,56.63,860204,,48633708.0
2023-10-09,56.75,56.75,55.75,56.31,474956,,26733650.0
2023-10-10,56.04,56.79,55.62,56.0,410693,,22992956.0
2023-10-11,56.1,56.33,55.31,55.89,379862,,21232088.0
2023-10-12,55.9,56.36,55.45,56.23,378851,,21165848.0
2023-10-13,55.9,55.9,55.09,55.4,429278,,23775542.0
2023-10-16,55.57,55.88,54.52,54.67,340499,,18739496.0
2023-10-17,54.82,54.94,54.02,54.5,281438,,15350108.0
2023-10-18,54.5,54.6,52.92,52.94,525807,,28025264.0
2023-10-19,52.94,54.25,52.63,52.83,428547,,22830238.0
2023-10-20,52.03,53.6,51.87,52.02,500484,,26256824.0
2023-10-23,49.5,49.79,47.61,47.79,951521,,46215344.0
2023-10-24,47.79,50.18,47.57,49.95,787066,,38779204.0
2023-10-25,49.9,50.64,49.1,49.33,494171,,24514036.0
2023-10-26,49.12,49.71,48.32,49.56,377972,,18537926.0
2023-10-27,49.56,50.55,49.3,50.24,435468,,21782278.0
2023-10-30,50.08,50.64,49.63,50.43,353776,,17753250.0
2023-10-31,50.43,50.71,49.41,49.71,382456,,19063586.0
2023-11-01,49.68,50.18,49.3,49.5,256290,,12711215.0
