日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-08-16,,252.0,260.8,281.0,252.0,22726516,6044076032.0,,,,
2021-08-17,,259.9,247.79,259.9,240.01,6984800,1746636544.0,,,,
2021-08-18,,245.0,253.99,254.26,235.53,4385745,1082573696.0,,,,
2021-08-19,,250.0,263.02,276.85,249.5,4418785,1189730560.0,,,,
2021-08-20,,260.0,270.0,277.6,250.1,3544297,950532352.0,,,,
2021-08-23,,270.0,264.5,272.8,258.2,2753089,728225280.0,,,,
2021-08-24,,260.03,266.0,276.0,252.2,2398512,640372864.0,,,,
2021-08-25,,263.11,253.0,267.77,253.0,1887796,487210208.0,,,,
2021-08-26,,254.0,244.0,258.16,244.0,1504922,376172512.0,,,,
2021-08-27,,241.0,238.0,248.5,235.5,1605263,385800576.0,,,,
2021-08-30,,235.94,237.96,242.33,227.29,1652386,387871232.0,,,,
2021-08-31,,235.0,232.02,238.58,227.1,1413831,329020224.0,,,,
2021-09-01,,234.45,223.1,234.45,219.97,1867386,420401856.0,,,,
2021-09-02,,219.34,226.85,241.5,219.34,1583846,368910688.0,,,,
2021-09-03,,226.97,234.99,238.4,221.28,1189627,275065344.0,,,,
2021-09-06,,233.0,233.4,240.98,231.33,963075,226699472.0,,,,
2021-09-07,,237.2,234.0,238.0,228.25,592441,137568512.0,,,,
2021-09-08,,233.2,237.02,239.1,228.5,784460,183317440.0,,,,
2021-09-09,,233.0,241.0,244.15,233.0,764060,183735680.0,,,,
2021-09-10,,241.49,241.99,245.88,237.55,1185377,286508672.0,,,,
2021-09-13,,239.8,235.0,242.7,227.5,1283981,302277280.0,,,,
2021-09-14,,234.01,239.1,239.48,231.2,510814,121213728.0,,,,
2021-09-15,,239.18,233.41,242.0,233.3,420970,99524808.0,,,,
2021-09-16,,232.01,227.03,237.41,227.0,517391,120219904.0,,,,
2021-09-17,,228.99,226.97,231.04,219.0,516827,115956448.0,,,,
2021-09-22,,223.0,234.0,235.0,222.02,420914,96423152.0,,,,
2021-09-23,,234.1,240.33,241.79,230.51,503335,119585344.0,,,,
2021-09-24,,239.0,236.4,242.9,235.88,284695,67886848.0,,,,
2021-09-27,,236.31,242.0,245.14,236.31,467993,113239528.0,,,,
2021-09-28,,246.0,237.1,246.0,232.57,500231,118889112.0,,,,
2021-09-29,,236.0,228.28,236.8,228.01,420909,97491656.0,,,,
2021-09-30,,228.29,230.02,232.67,228.29,277680,63973028.0,,,,
2021-10-08,,239.9,225.32,239.9,223.12,291192,66710348.0,,,,
2021-10-11,,223.55,227.48,232.05,223.55,303033,69345904.0,,,,
2021-10-12,,225.99,225.31,233.0,219.1,473097,105802008.0,,,,
2021-10-13,,223.0,225.52,226.0,221.4,341058,76075232.0,,,,
2021-10-14,,229.5,225.41,229.5,222.55,294162,66233172.0,,,,
2021-10-15,,224.2,229.37,231.76,222.0,420160,95419296.0,,,,
2021-10-18,,231.0,231.91,236.83,227.11,344614,80066312.0,,,,
2021-10-19,,231.01,229.58,233.0,228.21,157647,36262528.0,,,,
2021-10-20,,234.0,238.0,240.88,229.66,392697,92494184.0,,,,
2021-10-21,,237.88,230.0,238.0,230.0,191035,44463796.0,,,,
2021-10-22,,229.98,226.79,232.86,226.03,204982,46984260.0,,,,
2021-10-25,,223.0,227.0,227.88,222.63,256681,57990860.0,,,,
2021-10-26,,225.32,226.9,230.3,224.0,263929,59965800.0,,,,
2021-10-27,,226.0,210.0,227.0,191.96,1929968,392948096.0,,,,
2021-10-28,,209.09,204.0,209.37,195.0,1082642,219330336.0,,,,
2021-10-29,,205.76,214.01,214.54,200.66,417050,87975440.0,,,,
2021-11-01,,207.92,212.6,226.81,207.92,604402,130597064.0,,,,
2021-11-02,,214.0,210.3,218.78,209.3,378499,81019152.0,,,,
2021-11-03,,213.0,226.29,229.97,208.33,703249,155132672.0,,,,
2021-11-04,,226.18,238.2,240.22,226.18,752228,177918848.0,,,,
2021-11-05,,240.0,239.0,243.77,236.22,389970,93746264.0,,,,
2021-11-08,,240.03,237.33,243.47,235.43,214725,51035464.0,,,,
2021-11-09,,235.0,243.95,245.45,234.18,371829,90066344.0,,,,
2021-11-10,,244.14,244.58,250.1,240.0,351916,86259176.0,,,,
2021-11-11,,242.58,252.3,258.88,241.58,490274,123360288.0,,,,
2021-11-12,,250.0,259.02,260.17,248.1,483866,123277080.0,,,,
2021-11-15,,259.02,245.0,261.99,239.68,650741,160756240.0,,,,
2021-11-16,,250.0,241.9,250.0,240.1,263403,64399456.0,,,,
2021-11-17,,243.0,239.0,244.0,237.0,380668,90984144.0,,,,
2021-11-18,,239.0,231.0,244.89,230.62,655823,154144064.0,,,,
