日期,开盘,收盘,最高,最低,成交量,成交额
2015-09-02,1249.33,1233.42,1305.72,1219.32,2893967,2499759616.0
2015-09-07,1251.97,1224.96,1296.44,1209.92,2091804,1905240192.0
2015-09-08,1216.15,1283.16,1284.97,1204.62,1937328,1933723392.0
2015-09-09,1295.03,1324.06,1331.89,1284.76,2894633,2824825856.0
2015-09-10,1299.45,1292.77,1329.11,1288.95,1993262,1846665984.0
2015-09-11,1296.15,1313.25,1319.39,1293.39,1773083,1778767872.0
2015-09-14,1326.49,1224.81,1329.26,1223.45,2684595,2393870080.0
2015-09-15,1182.77,1174.37,1208.79,1128.91,1914236,1638069376.0
2015-09-16,1179.82,1277.0,1288.97,1171.89,1877409,1675656960.0
2015-09-17,1277.78,1229.56,1296.25,1229.45,2207494,2042989184.0
2015-09-18,1237.49,1245.98,1255.69,1224.38,1435364,1332545152.0
2015-09-21,1226.26,1275.2,1278.08,1218.57,1686657,1593406720.0
2015-09-22,1280.47,1281.47,1296.04,1269.06,1773813,1797954688.0
2015-09-23,1252.67,1248.18,1274.85,1240.64,1367354,1400024192.0
2015-09-24,1250.1,1260.65,1267.63,1249.64,1083405,1068882304.0
2015-09-25,1257.94,1253.1,1276.66,1226.88,1968834,1682702336.0
2015-09-28,1243.97,1259.24,1260.79,1226.9,1178644,1007342592.0
2015-09-29,1239.1,1222.72,1247.7,1218.42,984354,891453440.0
2015-09-30,1227.29,1226.93,1238.79,1223.31,699264,633300032.0
2015-10-08,1270.11,1271.82,1281.3,1257.2,1451565,1324691584.0
2015-10-09,1270.34,1291.7,1296.63,1269.21,1686693,1528242944.0
2015-10-12,1301.39,1353.17,1359.75,1301.14,2532109,2372468480.0
2015-10-13,1342.2,1365.13,1373.26,1337.66,2143327,2087658624.0
2015-10-14,1359.2,1340.39,1369.13,1337.7,1773052,1717488896.0
2015-10-15,1332.9,1382.44,1382.44,1332.9,2089087,2105987968.0
2015-10-16,1416.73,1490.26,1495.08,1408.34,4107694,4478400000.0
2015-10-19,1523.13,1535.53,1560.01,1496.86,5250827,5354846720.0
2015-10-20,1512.57,1515.78,1519.62,1488.66,2881543,3007853056.0
2015-10-21,1515.24,1391.18,1526.86,1387.68,3500556,3505270528.0
2015-10-22,1394.56,1440.15,1448.55,1391.88,2351242,2321220864.0
2015-10-23,1447.51,1491.51,1499.66,1436.25,2969733,2982713088.0
2015-10-26,1503.32,1485.38,1518.88,1469.0,3222748,3405612800.0
2015-10-27,1480.81,1490.74,1499.97,1440.95,1943975,2187005440.0
2015-10-28,1498.78,1528.73,1580.16,1496.68,4627324,4661869568.0
2015-10-29,1523.16,1529.88,1543.65,1506.15,2747554,2729467904.0
2015-10-30,1527.7,1526.64,1555.09,1506.31,2292045,2341976320.0
2015-11-02,1512.76,1512.7,1561.97,1505.24,3356211,3237548544.0
2015-11-03,1500.06,1470.55,1514.83,1455.84,2291528,2277910272.0
2015-11-04,1479.49,1541.08,1542.07,1473.64,3097062,3337203456.0
2015-11-05,1536.74,1536.67,1561.07,1524.92,4300653,4748674560.0
2015-11-06,1535.53,1573.16,1573.16,1532.79,3297761,3894638848.0
2015-11-09,1585.6,1576.37,1594.95,1556.28,3714210,4381318656.0
2015-11-10,1570.18,1581.25,1599.28,1566.56,3630201,4103189248.0
2015-11-11,1582.75,1583.94,1588.29,1564.22,3117412,3838972416.0
2015-11-12,1583.06,1579.22,1587.16,1556.48,3187695,3862611968.0
2015-11-13,1564.79,1562.13,1576.49,1543.16,3129900,3842845952.0
2015-11-16,1531.04,1594.64,1596.13,1530.18,3244704,3638343168.0
2015-11-17,1611.91,1599.78,1636.63,1590.57,4680144,5057475072.0
2015-11-18,1603.83,1561.65,1607.24,1557.54,3008722,3621493760.0
2015-11-19,1565.65,1588.2,1588.2,1557.63,1901499,2278459392.0
