日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-05-20,,83.0,77.5,83.15,75.0,31114182,2446251520.0,,,,
2021-05-21,,79.03,78.0,80.0,75.01,13552022,1057782976.0,,,,
2021-05-24,,77.32,78.35,80.32,73.35,11815883,910502528.0,,,,
2021-05-25,,77.5,78.74,79.9,75.51,8395213,649737280.0,,,,
2021-05-26,,79.99,77.51,85.58,77.51,10633030,862978240.0,,,,
2021-05-27,,77.61,82.32,84.07,77.6,10314804,828086592.0,,,,
2021-05-28,,82.5,84.13,90.5,81.01,10291356,878785856.0,,,,
2021-05-31,,85.0,92.2,92.97,84.66,8007050,706723584.0,,,,
2021-06-01,,92.2,90.99,93.3,88.6,5602355,510149248.0,,,,
2021-06-02,,91.55,85.6,92.55,85.18,6712820,592801728.0,,,,
2021-06-03,,85.1,80.26,86.95,80.13,6598814,544417216.0,,,,
2021-06-04,,79.49,81.43,82.87,78.73,3630487,294544704.0,,,,
2021-06-07,,80.9,79.68,82.3,76.97,5135801,406645056.0,,,,
2021-06-08,,79.86,75.8,81.41,75.0,4828112,377126752.0,,,,
2021-06-09,,76.0,77.0,79.5,75.16,3933576,304311968.0,,,,
2021-06-10,,76.01,78.1,78.88,74.74,4944286,377343712.0,,,,
2021-06-11,,77.6,72.7,78.6,72.7,4716506,356535392.0,,,,
2021-06-15,,71.8,67.0,71.9,64.51,6732092,452225760.0,,,,
2021-06-16,,66.65,66.61,68.7,65.4,2752182,184333920.0,,,,
2021-06-17,,66.6,67.19,68.0,66.1,2118833,142184608.0,,,,
2021-06-18,,66.89,70.42,71.59,65.93,2703543,188058848.0,,,,
2021-06-21,,71.12,74.18,75.0,70.29,3726318,272158464.0,,,,
2021-06-22,,75.0,75.8,77.94,73.66,3951833,300624320.0,,,,
2021-06-23,,75.7,75.5,76.8,73.8,2292056,172188304.0,,,,
2021-06-24,,76.32,72.0,76.7,70.6,3002586,218417408.0,,,,
2021-06-25,,71.39,71.19,72.55,71.01,2024550,145338016.0,,,,
2021-06-28,,71.88,70.12,72.36,69.4,2456119,173386960.0,,,,
2021-06-29,,70.45,68.21,71.94,68.06,2538563,177903264.0,,,,
2021-06-30,,68.0,68.21,69.5,67.85,1869399,128032112.0,,,,
2021-07-01,,68.75,72.81,75.74,68.25,3918887,284643872.0,,,,
2021-07-02,,72.7,71.97,74.27,70.8,2466190,178577504.0,,,,
2021-07-05,,70.7,70.5,71.38,69.23,1792379,125909088.0,,,,
2021-07-06,,70.15,62.01,70.72,61.71,5349210,347686048.0,,,,
2021-07-07,,60.68,60.1,63.1,59.15,6131059,374531200.0,,,,
2021-07-08,,60.46,56.73,60.46,55.58,4826892,278160448.0,,,,
2021-07-09,,56.52,58.35,58.49,56.52,3089561,178328976.0,,,,
2021-07-12,,58.18,61.39,61.5,56.85,3582553,215589136.0,,,,
2021-07-13,,60.8,58.86,61.2,57.52,3470072,204611824.0,,,,
2021-07-14,,58.48,59.29,60.64,58.46,2319429,138207776.0,,,,
2021-07-15,,58.9,59.4,59.46,56.5,2016330,116921192.0,,,,
2021-07-16,,58.8,56.88,59.87,56.7,1911949,110155456.0,,,,
2021-07-19,,56.89,56.9,57.9,56.28,1138305,65007092.0,,,,
2021-07-20,,57.15,57.02,58.65,56.9,1560376,89905888.0,,,,
2021-07-21,,57.08,57.7,58.02,56.7,1514522,86916480.0,,,,
2021-07-22,,57.85,56.43,58.55,56.17,1718086,97445872.0,,,,
2021-07-23,,56.58,54.13,56.72,53.38,2207442,120378512.0,,,,
2021-07-26,,53.0,50.74,53.52,49.33,2598365,132580192.0,,,,
2021-07-27,,50.7,51.0,52.97,50.62,1820109,94268872.0,,,,
2021-07-28,,51.3,52.36,53.8,49.7,1524774,79298904.0,,,,
2021-07-29,,53.05,52.9,53.51,52.02,1450746,76423440.0,,,,
2021-07-30,,52.1,52.11,52.75,50.88,1257197,64849876.0,,,,
2021-08-02,,52.27,55.2,55.43,50.08,2895520,154255808.0,,,,
2021-08-03,,55.1,56.7,57.89,54.1,2887150,163451344.0,,,,
2021-08-04,,56.45,58.65,59.65,55.45,2688386,156619280.0,,,,
2021-08-05,,58.11,61.95,63.35,58.1,3754651,231718912.0,,,,
2021-08-06,,62.38,60.14,63.38,59.07,3242635,197674656.0,,,,
2021-08-09,,59.0,61.9,63.0,59.0,2055054,126909816.0,,,,
2021-08-10,,61.15,59.79,62.49,59.0,2166911,130468160.0,,,,
2021-08-11,,59.99,60.38,61.96,59.58,1748291,106308232.0,,,,
2021-08-12,,60.5,63.32,64.4,59.05,2805518,173830144.0,,,,
2021-08-13,,63.36,65.8,66.56,63.2,3439319,224682928.0,,,,
2021-08-16,,65.08,63.16,66.7,62.5,2154243,137775696.0,,,,
2021-08-17,,63.24,58.28,63.58,58.0,3101866,187046144.0,,,,
